Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
lurasidone	DB08815	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000134372789038	CASR,UTS2,BDKRB2,CXCL8,CXCR1,TAC1,ADRB1,CALCA,NPS,AGT,EDN1,RAMP2,EDNRA,F2RL1,CXCR2,EDNRB,APLNR,TACR2,TACR1,CCR7,UTS2B,ADORA2B,ADM,NPY,VIP,F2,CCL5,HTR1B,CYSLTR1	
lurasidone	DB08815	Myocardial infarction	Myocardial Infarction	C0027051	8.73571691854e-05	CXCR5,CASR,UTS2,GHRL,EDN2,KNG1,BDKRB2,CXCL8,P2RY2,RLN2,ADRB1,CCR2,UTS2R,GHRH,HTR1D,AVPR1A,CXCL12,ADRA2B,TAS2R50,CYP3A4,CCR1,AGT,OPRD1,EDN1,CCR3,BDKRB1,PTGER2,EDNRA,GCG,HTR2A,F2RL1,CXCL10,ADORA3,EDNRB,P2RY12,GHSR,ADORA1,OPRK1,C3,AGTR2,ADM,CXCL6,GRM8,NPY,ADRB3,P2RY11,F2,RAMP1,CNR1,CCL5,CCR5,ADRA1D,F2R	
lurasidone	DB08815	Hypertension	Essential hypertension	C0085580	7.21181717905e-05	UTS2,EDN2,KNG1,BDKRB2,P2RY2,ADRB1,CALCA,FSHR,AVPR1A,ADRA2B,ADRA1B,AGT,EDN1,GNAS,CALCRL,BDKRB1,EDNRA,HTR2A,POMC,APLNR,GNAI2,GCGR,ADORA1,AGTR2,ADM,LPAR2,TRHR,LPAR1,NPY,ADRB3,VIP,PTGFR,PTH,ADRA1A,ADRA1D	
lurasidone	DB08815	Hypertension	genetic hypertension	C0598428	6.85213982579e-05	ACKR3,CXCR6,PTHLH,ADRA2B,AGT,EDN1,EDNRA,CYSLTR2,LPAR2,PTH,SSTR4,ADRA1A	
lurasidone	DB08815	Hypertension	Renovascular hypertension	C0020545	0.000100930565497	PTGER3,ADRB1,AVPR1A,AGT,CXCL10,AGTR2,ADM,SUCNR1,CXCR3	
lurasidone	DB08815	Tardive dyskinesia	Tardive Dyskinesia	C0686347	9.8186366479e-05	DRD4,HTR1F,CYP3A4,DRD2,HTR2A,DRD3,MTNR1B,CNR1,MTNR1A,F2R	
lurasidone	DB08815	Hypertension	Primary pulmonary hypertension	C0152171	0.000119327531585	KNG1,BDKRB2,CXCL12,NPS,CCR1,EDN1,BDKRB1,EDNRA,F2RL1,EDNRB,APLNR,CCR7,CXCR4,VIP,CCL5,HTR1B,CCR5,F2R	
lurasidone	DB08815	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126338191361	KNG1,BDKRB2,CCR6,CXCL12,NPS,CCR1,EDN1,BDKRB1,EDNRA,F2RL1,EDNRB,APLNR,CCR7,CXCR4,VIP,CCL5,HTR1B,CCR5,F2R	
lurasidone	DB08815	Myocardial infarction	Acute myocardial infarction	C0155626	0.000162653645057	CXCL8,ADRB1,CXCL12,ADRA2B,AGT,EDN1,EDNRA,GCG,HTR2A,CCL21,P2RY12,ADM,CXCR4,P2RY11,F2	
cevimeline	DB00185	Hypertension	Hypertension	C0020538	4.23907319642e-05	EDN3,LPAR1,ADRA1A,AGT,ADRA1B,OXTR,MGST3,F2R,BDKRB2,UTS2,GHSR,TAC3,NTS,CYP3A4,EDNRB,EDN1,TRH,GCG,PTGER1,CASR,XCL1,HTR2B,APP,OXT,CYSLTR2,P2RY2,UTS2R,LPAR2,AVPR1A,GNRH1,BDKRB1,KISS1,EDN2,TACR1,GHRL,EDNRA,ADRA1D,F2,GCGR,CHRM3,TACR3,TRHR,CYP2D6,SAA1,KNG1,GNA14	
cevimeline	DB00185	Hypertension	Essential hypertension	C0085580	5.5805342502e-05	LPAR1,ADRA1A,AGT,ADRA1B,BDKRB2,UTS2,EDN1,P2RY2,LPAR2,AVPR1A,BDKRB1,EDN2,EDNRA,ADRA1D,GCGR,TRHR,CYP2D6,KNG1,PTGFR	
cevimeline	DB00185	Hypertension	genetic hypertension	C0598428	5.87228717369e-05	ADRA1A,AGT,EDN1,CYSLTR2,LPAR2,EDNRA	
cevimeline	DB00185	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000101423226013	AGT,UTS2B,BDKRB2,UTS2,NPS,TAC1,EDNRB,CYSLTR1,EDN1,CASR,TACR2,HTR2B,F2RL1,TACR1,EDNRA,F2	
cevimeline	DB00185	Gastric ulcer	Gastric ulcer	C0038358	0.000105209739584	OXTR,BDKRB2,CCK,EDN1,OXT,BDKRB1,GHRL,GAST,CYP2D6	
cevimeline	DB00185	Sepsis	Sepsis	C0243026	7.62623633524e-05	EDN3,AGT,F2R,NTS,EDNRB,EDN1,APP,LTB4R,P2RY1,P2RY2,GRPR,ADRA1D,F2,GAST,SAA1,KNG1,GRP	
cevimeline	DB00185	Hypertension	Primary pulmonary hypertension	C0152171	9.25935140637e-05	F2R,BDKRB2,NPS,EDNRB,EDN1,HTR2B,BDKRB1,F2RL1,EDNRA,KNG1	
cevimeline	DB00185	Hypertension	Ocular Hypertension	C0028840	0.000207750269107	GHSR,EDNRB,CYP2D6,PTGFR	
cevimeline	DB00185	Hypertension	Portal hypertension, noncirrhotic	C0020541	0.000132143746711	AGT,UTS2B,BDKRB2,EDNRB,EDN1,EDNRA	
alemtuzumab	DB00087	Hemolytic anemia	Autoimmune hemolytic anemia	C0002880	0.000163293974591	FCGR3B,CD3G,IGHV2-5,FCGR3A	
alemtuzumab	DB00087	Hemolytic anemia	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	C0002878	0.000289647439565	FCGR2B,FCGR2A,FCGR2C,CD3G,IGHV2-5	
losartan	DB00678	Hypertension	Essential hypertension	C0085580	6.56146179402e-05	CYP2C9,P2RY2,BDKRB2,AGTR1,UTS2,EDN1,TRHR,GCGR,ADRA1A,ADRA1D,LPAR2,LPAR1,BDKRB1,ATM,KNG1,CYP3A5,PTGFR,ALB,ADRA1B,KCNMA1,EDNRA,APOE,AVPR1A,ABCB1,HP,EDN2,AGT	
losartan	DB00678	Hypertension	Hypertension	C0020538	5.00095656763e-05	CFH,SAA1,CYP2C9,ITGA2,APP,GCG,NTS,FN1,CASR,P2RY2,CHRM3,ANXA1,APOC3,APOC1,TRH,BDKRB2,F7,AGTR1,TTR,UTS2,EDN1,KISS1,CYP1A2,TRHR,GCGR,OXTR,CYP3A4,XCL1,APOA1,GHRL,EDNRB,OXT,PPBP,TACR3,MGST3,CYP2C8,ADRA1A,RYR2,ADRA1D,LPAR2,LPAR1,F2,TIAM1,BDKRB1,CYP2C19,SLC22A6,CST3,ATM,HTR2B,KNG1,PTGER1,F2R,CYP3A5,GHSR,ALB,GNRH1,GRAP2,DMD,ADRA1B,KCNMA1,CYSLTR2,EDNRA,APOE,TACR1,AVPR1A,GABBR1,GNA14,ABCB1,TAC3,NPHS1,HP,EDN2,AGT,EDN3,PALB2,UTS2R	
losartan	DB00678	Myocardial infarction	Myocardial Infarction	C0027051	6.0156280554e-05	CFH,CYP2C9,ITGA2,GCG,AHSG,CDCP1,FN1,CASR,P2RY2,P2RY11,APOC3,SERPING1,APOC1,BDKRB2,APOA4,F7,AGTR1,UTS2,EDN1,APOA2,CYP1A2,GSN,CYP3A4,APOA1,GHRL,EDNRB,GFAP,CYP2C8,ADRA1D,F2,BDKRB1,CYP2C19,CST3,ATM,SCN5A,UGT1A1,KNG1,F2R,CYP3A5,GHSR,KCNMA1,EDNRA,APOE,F2RL1,AVPR1A,ABCB1,HP,EDN2,AGT,KRT16,UTS2R	
losartan	DB00678	Pancreatitis	Hereditary pancreatitis	C0238339	6.19247297691e-05	P2RY6,GCG,NTS,CASR,GAST,EDN1,KLK3,APOC2,TACR3,CFB,NTSR1,TSC22D1,TAC1,CCKBR,ALB,TACR2,PLAG1,APOE,TACR1,F2RL1,MGST1,UGT1A7,ABCB1,HP,PRSS3	
losartan	DB00678	Myocardial infarction	Old myocardial infarction	C0155668	0.000136464146401	CYP2C9,APOA4,AGTR1,APOA1,CYP2C8,F2,APOE	
losartan	DB00678	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.05326569436e-05	CFH,NPS,CASR,BDKRB2,AGTR1,UTS2,EDN1,APOA1,EDNRB,UTS2B,CYSLTR1,RYR2,F2,HTR2B,TAC1,TACR2,EDNRA,APOE,TACR1,F2RL1,AGT	
losartan	DB00678	Myocardial infarction	Acute myocardial infarction	C0155626	0.000145759595127	ITGA2,GCG,P2RY11,F7,AGTR1,EDN1,APOA1,F2,CYP2C19,CST3,SCN5A,DMD,EDNRA,APOE,ABCB1,HP,AGT	
losartan	DB00678	Hypertension	Pregnancy associated hypertension	C0852036	0.000241710296684	APOC3,AGTR1,F2,HP,AGT	
losartan	DB00678	Pancreatitis	Pancreatitis, Alcoholic	C0376670	1	ATM,APOE,UGT1A7,CCK,ABCB1	
paliperidone	DB01267	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000117349436919	MTNR1A,DRD4,CYP3A5,HTR6,APOE,CYP3A4,DRD3,CNR1,MTNR1B,F2R,CYP2D6,HTR2A,DRD2,HTR1F,DRD1,HTR2C	
paliperidone	DB01267	Hypertension	genetic hypertension	C0598428	7.83712188279e-05	ADRA1A,SSTR4,EDNRA,AGT,CXCR6,PTH,CYSLTR2,EDN1,ADRA2B,PTHLH,ACKR3,LPAR2	
paliperidone	DB01267	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.8061465721e-05	HTR1B,F2RL1,F2,CXCR2,APOE,CXCR1,EDNRA,CCR7,CXCL8,UTS2,CCL5,CYSLTR1,BDKRB2,RAMP2,ADM,ADRB1,TACR1,AGT,CALCA,TAC1,UTS2B,CASR,EDN1,APLNR,ADORA2B,NPS,TACR2,NPY,VIP,HTR2B,EDNRB	
paliperidone	DB01267	Hypertension	Essential hypertension	C0085580	7.23514211886e-05	ADRA1A,CYP3A5,BDKRB1,APOE,GNAS,EDNRA,ADRB3,HP,UTS2,KNG1,LPAR1,PTGFR,BDKRB2,AVPR1A,GCGR,ADORA1,ADM,TRHR,ADRB1,ADRA1D,CALCRL,AGT,CALCA,POMC,P2RY2,CYP2D6,ALB,HTR2A,PTH,AGTR2,KCNMA1,ADRA1B,EDN1,APLNR,ADRA2B,EDN2,DRD1,FSHR,GNAI2,NPY,VIP,LPAR2	
paliperidone	DB01267	Edema	Pulmonary edema	C0034063	0.000188557034905	GHRH,CXCL8,FPR1,CXCL2,F2R,CCR5,ALB,FSHR	
aliskiren	DB09026	Pancreatitis	Acute pancreatitis	C0001339	0.000305263157895	REN,AGT	
ketorolac	DB00465	Hypertension	Renovascular hypertension	C0020545	0.000147419350872	PTGS1,PTGS2	
ketorolac	DB00465	Myocardial infarction	Anterior myocardial infarction	C0340293	1	PTGS2	
solifenacin	DB01591	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	AGT,SSTR4,ACKR3,ADRA2B,ADRA1A,CXCR6,LPAR2,CYSLTR2,EDN1,EDNRA	
solifenacin	DB01591	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	TACR1,F2RL1,UTS2,CCL5,CCR7,AGT,CXCR1,CYSLTR1,TAC1,CXCL8,HTR1B,CASR,UTS2B,EGF,NPS,DNM2,APLNR,CXCR2,EDN1,TACR2,F2,EDNRA,NPY,BDKRB2,HTR2B,EDNRB	
solifenacin	DB01591	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	GCGR,P2RY2,UTS2,GNAI2,AGT,TRHR,AGTR2,EDN2,KNG1,ADRA1D,ADRA2B,LPAR1,ADORA1,AVPR1A,ADRA1A,DNM2,ADRA1B,APOB,LPAR2,APLNR,PTGFR,POMC,EDN1,BDKRB1,ADRB2,EDNRA,NPY,BDKRB2,LDLR	
solifenacin	DB01591	Hypertension	Primary pulmonary hypertension	C0152171	0.000108686395414	F2RL1,CCL5,CCR7,CCR5,KNG1,HTR1B,F2R,EGF,NPS,CXCR4,APLNR,CXCL12,EDN1,BDKRB1,CCR1,EDNRA,BDKRB2,HTR2B,EDNRB	
solifenacin	DB01591	Hypertension	Pulmonary arterial hypertension	C3203102	0.000126647380264	F2RL1,CCL5,CCR7,CCR6,CCR5,KNG1,HTR1B,SCARB2,F2R,EGF,NPS,CXCR4,APLNR,CXCL12,EDN1,BDKRB1,CCR1,EDNRA,BDKRB2,HTR2B,EDNRB	
pergolide	DB01186	Pancreatitis	Hereditary pancreatitis	C0238339	6.18414233892e-05	CCR6,CASR,ADCYAP1,MGST1,P2RY6,CXCR2,CCKBR,PTHLH,CXCL10,CCL28,TAC1,ADM,CXCL8,GAST,CXCR3,EDN1,TACR1,TSC22D1,CXCL1,GNAI2,TACR2,PRSS3,APOE,NTSR1,GIP,ALB,SCT,CXCL12,KLK3,HP,CXCL5,CXCL6,TACR3,F2RL1,CCL20,NTS,CXCR1,GCG,CXCR4,PLAG1	
pergolide	DB01186	Hypertension	genetic hypertension	C0598428	6.91506565539e-05	ADRA2B,SSTR4,LPAR2,PTHLH,EDNRA,EDN1,PTH,ACKR3,CYSLTR2,CXCR6,ADRA1A,AGT	
pergolide	DB01186	Myocardial infarction	Myocardial Infarction	C0027051	6.65380906461e-05	ADRA2B,CCL5,P2RY2,CYP3A4,CASR,BDKRB2,UTS2R,HTR1D,CYP2D6,SCN5A,CXCL10,EDNRB,ADORA3,ADM,ADRA1D,EDNRA,CXCL8,APOC1,TAS2R50,KCNMA1,GFAP,UTS2,CCR3,P2RY12,ADRB3,ADRB1,EDN1,CCR1,AHSG,AGTR2,GHRL,OPRD1,CST3,F2,APOE,RLN2,GRM8,CXCR5,NPY,CCR2,CCR5,F2R,GHSR,PTGER2,ADORA1,P2RY11,CXCL12,GSN,OPRK1,HP,SERPING1,CXCL6,EDN2,HTR2A,TBXA2R,F2RL1,AGT,C3,CDCP1,CNR1,AVPR1A,BDKRB1,GHRH,RAMP1,GCG,KNG1	
pergolide	DB01186	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.5091782467e-05	CCL5,CASR,BDKRB2,CXCR2,EDNRB,TAC1,ADM,ADORA2B,EDNRA,HTR2B,CXCL8,UTS2,CCR7,ADRB1,EDN1,TACR1,APLNR,HTR1B,TACR2,F2,APOE,NPY,CYSLTR1,UTS2B,CALCA,NPS,F2RL1,AGT,VIP,RAMP2,CXCR1	
pergolide	DB01186	Pancreatitis	Pancreatitis	C0030305	0.000130713325179	CCL5,CASR,CCK,BDKRB2,SST,PTHLH,EDNRA,CXCL8,PPY,EDN1,TACR1,CCR1,GHRL,SLC25A13,APOE,NCOA3,CNR2,CTSL,ALB,SCT,CALCA,HTR2A,CNR1	
pergolide	DB01186	Myocardial infarction	Acute myocardial infarction	C0155626	0.00013087244398	ADRA2B,CCL21,CYP2D6,SCN5A,ADM,EDNRA,CXCL8,P2RY12,ADRB1,EDN1,CST3,F2,APOE,P2RY11,CXCL12,HP,HTR2A,AGT,GCG,CXCR4	
pergolide	DB01186	Pancreatitis	Acute pancreatitis	C0001339	0.000170598046223	PTHLH,GAL,TAC1,PTGDR,CXCL8,EDN1,PRSS3,APOE,GALR3,AGT,GALR2	
pergolide	DB01186	Pulmonary edema	Pulmonary edema	C0034063	0.000171556013038	CXCL8,FSHR,FPR1,CCR5,F2R,ALB,CXCL2,GHRH	
pergolide	DB01186	Edema	Pulmonary edema	C0034063	0.000171556013038	CXCL8,FSHR,FPR1,CCR5,F2R,ALB,CXCL2,GHRH	
pergolide	DB01186	Delirium	Cocaine delirium	C0011206	0.000215518456744	CYP3A4,DRD3,DRD2,CXCL8,APOE	
edoxaban	DB09075	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	1	F7,F2	
edoxaban	DB09075	Hemorrhage	Internal hemorrhage	C0333285	0.000253449527959	F10,F7,F2	
sotalol	DB00489	Hypertension	Essential hypertension	C0085580	8.60107095047e-05	LDLR,FSHR,ADRB3,GNAS,APOB,ADRB2,VIP,DNM2,ADM,CALCA,CALCRL,POMC,ADRB1,KCNH2,PTH,GCGR	
sotalol	DB00489	Hypertension	Hypertension	C0020538	4.60176731975e-05	HGS,HTR4,RAMP2,LDLR,FSHR,ADRB3,LDLRAP1,GNAS,APOB,ADRB2,IAPP,MC2R,LHB,LRP2,GPR83,SCARB2,DNM2,GCG,ADM,ADORA2B,EGFR,CALCA,CALCRL,POMC,AVP,AVPR2,RAMP1,M6PR,ADRB1,KCNH2,PTGER4,PTH,CRHR1,EGF,MC3R,GCGR	
sotalol	DB00489	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000151565455652	LDLR,FSHR,ADRB3,LDLRAP1,APOB,ADRB2,LRP2,GCG,ADM,ADRB1,PTH	
sotalol	DB00489	Cardiac arrest	Cardiac arrest	C0018790	0.00047472838923	LDLR,LDLRAP1,GNAS,APOB,SCT,POMC,KCNH2,TFRC	
sotalol	DB00489	Myocardial infarction	Acute myocardial infarction	C0155626	0.000253124845851	APOB,P2RY11,GCG,ADM,PIK3C2A,ADRB1,KCNH2,CHRM2	
formoterol	DB00983	Hypertension	Essential hypertension	C0085580	5.5805342502e-05	GCGR,GNAS,CALCA,CYP2C9,CALCRL,APOB,ADRB3,ADRB1,ADRB2,DNM2,POMC,PTH,CYP2D6,VIP,FSHR,LDLR,ADM	
clomipramine	DB01242	Myocardial infarction	Myocardial Infarction	C0027051	6.793871061e-05	FN1,CYP1A2,SERPING1,SLC6A4,AGT,GCG,BDKRB2,CYP2C19,F2,EDNRB,KNG1,GFAP,AHSG,SCN5A,CYP3A4,F7,ADRA1D,CST3,KRT16,CASR,P2RY2,ATM,CFH,APOE,AVPR1A,KCNMA1,P2RY11,GSTP1,F2RL1,APOC3,CDCP1,GHSR,EDN2,GHRL,APOA2,APOA1,F2R,ITGA2,CYP2D6,EDNRA,BDKRB1,APOA4,HP,UTS2,EDN1,HTR2A,APOC1,ABCB1,UTS2R,GSN	
clomipramine	DB01242	Myocardial infarction	Acute myocardial infarction	C0155626	0.000137524994446	SLC6A4,AGT,GCG,CYP2C19,F2,SCN5A,F7,CST3,APOE,P2RY11,GSTP1,APOA1,ITGA2,CYP2D6,EDNRA,DMD,HP,EDN1,HTR2A,ABCB1	
clomipramine	DB01242	Gastric ulcer	Gastric ulcer	C0038358	9.43966519414e-05	FN1,BDKRB2,CYP2C19,GAST,OXTR,CCK,OXT,GHRL,CYP2D6,BDKRB1,EDN1	
clomipramine	DB01242	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000323452341959	FN1,LDB3,CFH,TTN,DMD,GSN	
flurbiprofen	DB00712	Myocardial infarction	Myocardial Infarction	C0027051	6.85859798124e-05	CFH,GSN,SCN5A,CST3,PTGS1,UGT1A1,KCNMA1,FN1,ITGA2,APOC1,KRT16,HP,PTGS2,SERPING1,F7,AHSG,ATM,GFAP,CYP2C9,APOA2,APOA1,CDCP1,APOC3,APOA4,APOE,TP53	
flurbiprofen	DB00712	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000162686391269	CFH,CTSL,NPHS1,FN1,HP,PTGS2,ALB,CYP2C9,APOA1,APOE	
flurbiprofen	DB00712	Myocardial infarction	Old myocardial infarction	C0155668	0.00014385415183	CYP2C9,APOA1,APOA4,APOE	
flurbiprofen	DB00712	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000157245632066	ITGA2,F7,APOA1	
flurbiprofen	DB00712	Myocardial infarction	Acute myocardial infarction	C0155626	0.000149199695122	DMD,SCN5A,CST3,ITGA2,HP,PTGS2,F7,APOA1,APOE	
ticagrelor	DB08816	Hypertension	Hypertension	C0020538	4.23907319642e-05	CXCL13,CCR6,AGTR2,LPAR2,ANXA1,CYP2C9,CNR1,GNAI2,BDKRB2,HRH3,PPBP,BDKRB1,CXCR6,SUCNR1,ABCB1,APLNR,CXCL8,NPY,ADRA2C,HTR1B,APLN,PYY,CCL28,AGT,SSTR4,CCR5,CXCL2,SAA1,CYP2D6,POMC,CCL21,GAL,OPRD1,LPAR1,KNG1,CASR,SST,ADRA2B,GPER1,NPY2R,GABBR1,ACKR3,CCR2,FPR1,CYP3A4,MGST3,NPY1R,ADRA2A,ADORA1,DRD3,APP,PDYN	
ticagrelor	DB08816	Hypertension	genetic hypertension	C0598428	5.87228717369e-05	LPAR2,CXCR6,AGT,SSTR4,ADRA2B,ACKR3	
ticagrelor	DB08816	Hypertension	Renovascular hypertension	C0020545	8.62124636745e-05	AGTR2,CXCR3,SUCNR1,AGT,PTGER3,CXCL10	
ticagrelor	DB08816	Hypertension	Primary pulmonary hypertension	C0152171	9.25935140637e-05	CXCL12,CYP2C9,BDKRB2,BDKRB1,APLNR,HTR1B,CCR5,CCR7,KNG1,CCR1,CXCR4,CCL5	
zonisamide	DB00909	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000160598189875	APOE,SCN4A,GFAP,CA2,GJC2,TLN2,NLRC4,CACNA1G,SCN2A,LDB3,GSN,SACS,SERPING1,CYP3A4,SETX,SPAST	
anakinra	DB00026	Pneumonia	Pneumonia, Bacterial	C0004626	1	MYD88	
cyanocobalamin	DB00115	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000182712933157	MMAA,MMAB,MTHFR,TCN2,MMACHC,MUT	
iloperidone	DB04946	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000122783805239	HTR2A,DRD2,CYP3A4,HTR1F,CYP1A2,DRD1,F2R,MTNR1A,HTR6,DRD4,CYP2D6,CYP3A5,CNR1,MTNR1B,DRD3	
iloperidone	DB04946	Pneumonia	Pneumonia	C0032285	6.17174446218e-05	LTB4R,CXCL13,CXCR3,CCR2,CCR1,ADORA2B,CXCL9,F2R,C3AR1,CCR3,KNG1,CCR9,CXCL2,CYSLTR1,PTAFR,TAC1,CCL20,C5AR1,PTGDR2,CXCL8,LPAR2,NPW,CXCR4,F2RL1,CCL19,LPAR1,CCL5,POMC,VIP,CYP2E1,CCR8,CCR6,CXCL12,CXCL1,C3,PF4,CXCL5,ADORA3,CXCR2	
hydrochlorothiazide	DB00999	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.00021321794128	SPAST,SERPING1,LDB3,GJC2,NLRC4,APOE,SACS,SLC12A3,TLN2,SETX,CA2,GFAP,GSN	
hydrochlorothiazide	DB00999	Myopathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.00021321794128	SPAST,SERPING1,LDB3,GJC2,NLRC4,APOE,SACS,SLC12A3,TLN2,SETX,CA2,GFAP,GSN	
hydrochlorothiazide	DB00999	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000162832069847	CST3,TOMM40,APOE	
hydrochlorothiazide	DB00999	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000114617940199	ALB,LDB3,TRAPPC11,CHKB,SCN5A,APOE,OBSL1,GFAP	
hydrochlorothiazide	DB00999	Pancreatitis	Pancreatitis	C0030305	0.000158078493111	ALB,CTSL,NCOA3,APOE,SLC25A13,CA2	
ruxolitinib	DB08877	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000192802475167	PTPN11,IFNA2,JAK2,SRC,CSF2,IL3,JAK1,STAT2,IFNAR1,STAT1,TYK2	
progesterone	DB00396	Hypertension	Hypertension	C0020538	5.79801481015e-05	CYP1B1,NR3C2,SLC22A3,POMC,BDKRB2,APLNR,LPAR1,CYP2C8,GNAI2,APLN,KNG1,CXCL13,CXCL2,SLC22A2,ADORA1,LPAR2,AGTR2,PYY,CCR5,ADRA2B,CYP2C9,CXCR6,HRH3,SST,NPY,CYP2C19,ADRA2C,SLC22A1,SSTR4,ABCB1,CYP2A6,CCL21,APP,ADRA2A,GAL,ABCC1,ESR1,CXCL8,CYP2D6,HTR1B,NPY1R,MGST3,PDYN,GPER1,CCR2,CYP1A2,FPR1,CCL28,CYP3A5,CASR,GABBR1,ANXA1,CYP1A1,CNR1,CYP17A1,BDKRB1,ACKR3,SUCNR1,DRD3,SAA1,CCR6,PPBP,NPY2R,CYP3A4,AGT	
progesterone	DB00396	Hypertension	genetic hypertension	C0598428	8.2678467014e-05	LPAR2,ADRA2B,CXCR6,SSTR4,ACKR3,AGT	
progesterone	DB00396	Myocardial infarction	Myocardial Infarction	C0027051	7.28507847271e-05	CXCL6,CXCL10,NR3C2,P2RY12,BDKRB2,GRM8,CCL5,CYP2C8,CCR1,KNG1,ADORA1,CCR3,AGTR2,CCR5,ADRA2B,CYP2C9,NPY,CYP2C19,ABCB1,ESR1,CXCL8,HTR1D,CYP2D6,C3,CXCR5,CCR2,CYP1A2,OPRK1,CYP3A5,CASR,TAS2R50,CYP1A1,CNR1,CYP17A1,CXCL12,BDKRB1,ADORA3,CYP3A4,AGT	
progesterone	DB00396	Hypertension	Essential hypertension	C0085580	7.72296960638e-05	NR3C2,POMC,BDKRB2,APLNR,LPAR1,GNAI2,KNG1,ADORA1,LPAR2,AGTR2,ADRA2B,CYP2C9,NPY,ABCB1,CYP2D6,CYP3A5,BDKRB1,AGT	
progesterone	DB00396	Hypertension	Primary pulmonary hypertension	C0152171	9.78480716294e-05	CYP1B1,BDKRB2,APLNR,CCL5,CCR1,KNG1,CXCR4,CCR5,CYP2C9,ESR1,HTR1B,CXCL12,BDKRB1,CCR7	
progesterone	DB00396	Hypertension	Renovascular hypertension	C0020545	0.000126262626263	CXCL10,AGTR2,PTGER3,CXCR3,SUCNR1,AGT	
propofol	DB00818	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000123523089793	CYP2C9,APOA4,APOC2,F7,CDCP1,CYP2C19,HP,APOC3,APOC1,APOA2,NPHS1,SLC25A13,CYP2D6,APOA1,CYP3A4,ALB,CYP2C8,APOE	
propofol	DB00818	Myocardial infarction	Old myocardial infarction	C0155668	0.000182604030177	CYP2C9,APOA4,APOA1,CYP2C8,APOE	
propofol	DB00818	Pancreatitis	Pancreatitis, Alcoholic	C0376670	1	CYP2E1,ATM,CYP1A1,UGT1A7,APOE	
methotrexate	DB00563	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000110289430065	NPHS1,SLCO1B1,CDCP1,APOC1,APOA4,F5,APOA2,F7,ABCB1,APOA1,MTHFR,ALB,APOC3,APOE,TFG,SLC25A13,APOC2,HP	
methotrexate	DB00563	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000250627902611	APOA4,FN1,APOA2,APOA1,ALB,APOC3,APOE,CD59	
methotrexate	DB00563	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000194693184663	F5,F7,APOA1,ITGA2	
cyclobenzaprine	DB00924	Hypertension	Hypertension	C0020538	5.01450476585e-05	PTGER1,MGST3,LPAR1,GCG,AVPR1A,EDNRB,HTR2A,F2R,BDKRB2,UTS2,OXT,GCGR,EDN2,KISS1,P2RY2,CYSLTR2,EDNRA,TACR1,ADRA1B,EDN1,GNRH1,TRHR,TRH,BDKRB1,ADRA1D,KNG1,F2,APP,CYP3A4,CYP1A2,CASR,AGT,UTS2R,GHRL,CYP2D6,ADRA1A,GHSR,SAA1,OXTR,EDN3,CHRM3,GNA14,TAC3,NTS,XCL1,LPAR2,TACR3	
cyclobenzaprine	DB00924	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	LPAR1,AVPR1A,HTR2A,BDKRB2,UTS2,GCGR,EDN2,P2RY2,EDNRA,ADRA1B,EDN1,TRHR,BDKRB1,ADRA1D,KNG1,PTGFR,AGT,CYP2D6,ADRA1A,LPAR2	
